source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
SZ-20151228-FUESD-1228,"11 Blockade, Sit in",11.0,"blockade, sit-in",blockieren,Blockade / Sit-in
SZ-20151228-FUESD-1228,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Anschlägen,Attack with Damage to Property
SZ-20151228-FUESD-1228,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,werfen im Juli mutmaßlich Rechtsextreme Steine auf den Stetzscher Lindenhof,Attack with Damage to Property
SZ-20151228-FUESD-1228,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Demo,Demonstration / Assembly
SZ-20151228-FUESD-1228,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20160105-PRFDE-165,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20160105-PRFDE-165,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20160105-PRFDE-165,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Kerzenprozession,Non-verbal Protest / Cultural Event
SZ-20160112-MKGL-621,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,werfen Schaufensterscheiben ein,Attack with Damage to Property
SZ-20160112-MKGL-621,"11 Blockade, Sit in",11.0,"blockade, sit-in","versuchen, Barrikaden zu errichten",Blockade / Sit-in
SZ-20160112-MKGL-621,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Einige Autos und Mülltonnen stehen in Flammen,Attack with Damage to Property
SZ-20160112-MKGL-621,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Legida-Zug,Demonstration / Assembly
SZ-20160112-MKGL-621,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,auf die Bahnstrecke Dresden- Leipzig ein Anschlag verübt worden,Attack with Damage to Property
SZ-20160112-MKGL-621,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Ein Signal an der Strecke sei in Brand gesetzt,Attack with Damage to Property
SZ-20160112-MKGL-621,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,an zwei weiteren seien Brandsätze entdeckt worden,Attack with Damage to Property
SZ-20160210-PENTD-170,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gepida-Demonstration,Demonstration / Assembly
SZ-20160210-PENTD-170,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,attackiert,Attack with Damage to Property
SZ-20160213-DGMVV-397,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gedenkmarsch,Demonstration / Assembly
SZ-20160213-DGMVV-397,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20160222-BSOSF-667,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestmarsch,Demonstration / Assembly
SZ-20160308-PULSSS-284,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20160308-PULSSS-284,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschierten um den halben Innenstadtring,Demonstration / Assembly
SZ-20160308-PULSSS-284,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufzugsstrecke,Demonstration / Assembly
SZ-20160521-PGBBA-437,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20160524-HVDPG-413,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ-20160524-HVDPG-413,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20160524-HVDPG-413,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Nachdem sie am Straßburger Platz gestartet waren,Demonstration / Assembly
SZ-20160524-HVDPG-413,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20160610-DSAEAP-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufzug,Demonstration / Assembly
SZ-20160610-DSAEAP-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20160610-IWDAN-1042,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20160610-IWDAN-1042,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
SZ-20160610-IWDAN-1042,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",stehen um die 40 Menschen herum,Demonstration / Assembly
SZ-20160613-BH-748,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestieren,Demonstration / Assembly
SZ-20160613-BH-748,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
SZ-20160613-BH-748,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
SZ-20160720-ZAEARV-323,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20161007-SWFH-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufmarsch,Demonstration / Assembly
SZ-20161013-KBDO-373,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstranten,Demonstration / Assembly
SZ-20161013-KBDO-373,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Die Protestaktion mit Transparenten und Trillerpfeifen,Demonstration / Assembly
SZ-20161017-GSSZPJ-139,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten sich am Sonntagmittag auf dem Theaterplatz,Demonstration / Assembly
SZ-20161017-GSSZPJ-139,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",waren auf der Straße,Demonstration / Assembly
SZ-20161101-BSZNV-123,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20161101-BSZNV-123,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ-20161219-LUFUM-1317,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Adventssingen,Non-verbal Protest / Cultural Event
SZ-20161219-LUFUM-1317,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20161219-LUFUM-1317,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",an der Sophienstraße stehen,Demonstration / Assembly
SZ-20161219-LUFUM-1317,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Mitsingen,Non-verbal Protest / Cultural Event
SZ-20170114-HAGAEV-761,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Demo,Demonstration / Assembly
SZ-20170114-HAGAEV-761,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20170119-DVP-344,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Versammlung,Demonstration / Assembly
SZ-20170119-SBRAD-181,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelte sich,Demonstration / Assembly
SZ-20170130-DBZ-166,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20170204-KNWZW-401,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Mit Graffiti protestierten,Attack with Damage to Property
SZ-20170208-DJVAD-1225,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",sammeln sich rund um die Frauenkirche,Demonstration / Assembly
SZ-20170213-DDGN-876,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockaden,Blockade / Sit-in
SZ-20170213-DDGN-876,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20170214-SPDHS-373,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Spruchband,Leaflet / Resolution / Open Letter
SZ-20170216-KRANO-491,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","verhüllten das Denkmal mit einem weißen Laken, auf dem \\""\""\""\""\""\""\""Nationalismus und Geschichtsverklärung verhüten - Dresden du Täter*in!\""\""\""\""\""\""\""\"" zu lesen war""",Non-verbal Protest / Cultural Event
SZ-20170216-KRANO-491,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Neonazi-Aufmärschen,Demonstration / Assembly
SZ-20170222-BUGBP-251,"11 Blockade, Sit in",11.0,"blockade, sit-in",blockieren,Blockade / Sit-in
SZ-20170222-BUGBP-251,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20170222-BUGBP-251,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebungen,Demonstration / Assembly
SZ-20170303-IES-117,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Dresdner Zwinger trafen sich am Donnerstag knapp 100 Journalisten,Demonstration / Assembly
SZ-20170309-K-1050,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20170309-K-1050,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",symbolischer Säuberungs-Akt,Non-verbal Protest / Cultural Event
SZ-20170309-K-1050,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",aufmarschierte,Demonstration / Assembly
SZ-20170313-HDFE-216,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170321-BUEKOU-184,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20170321-WIBCA-896,10 Streik,10.0,strike,"zogen am Montag Mitglieder der Gewerkschaft Nahrung, Genuss, Gaststätten (NGG) vors Büro",Strike
SZ-20170321-WIBCA-896,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20170323-PFEDW-84,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20170328-VWTHI-309,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Tanz unter dem Motto,Non-verbal Protest / Cultural Event
SZ-20170328-VWTHI-309,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Nope-Demonstration,Demonstration / Assembly
SZ-20170328-VWTHI-309,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
SZ-20170401-NSBNJ-490,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ-20170404-WURIS-188,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20170405-HUEUQN-162,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demos,Demonstration / Assembly
SZ-20170410-DEDWC-335,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20170410-DEDWC-335,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20170411-VVAEBZ-765,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20170411-VVAEBZ-765,"14 Unterschriftensammlung, Petition",14.0,petition,unterzeichneten,Petition
SZ-20170412-GAEPAD-161,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Transparent,Leaflet / Resolution / Open Letter
SZ-20170412-GAEPAD-161,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",spannten sie zweimal Stacheldraht,Non-verbal Protest / Cultural Event
SZ-20170412-GAEPAD-161,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",zwei Nebeltöpfe,Non-verbal Protest / Cultural Event
SZ-20170412-GAEPAD-161,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",weitere Zettel,Leaflet / Resolution / Open Letter
SZ-20170412-GAEPAD-161,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",gespannten Stacheldraht,Non-verbal Protest / Cultural Event
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Marsch,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf die Straße gegangen,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demoteilnehmer,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Auftaktkundgebung,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",zogen sie,Demonstration / Assembly
SZ-20170424-FGFN-336,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
SZ-20170424-TBPOE-81,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170508-OVOEGA-288,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demos,Demonstration / Assembly
SZ-20170508-OVOEGA-288,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschierten,Demonstration / Assembly
SZ-20170508-OVOEGA-288,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenprotest,Demonstration / Assembly
SZ-20170508-PEAERB-162,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170509-GDVPU-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170509-GDVPU-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ-20170511-ZP-729,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170511-ZP-729,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20170516-PTAWP-70,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
SZ-20170519-DURS-140,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Marsch,Demonstration / Assembly
SZ-20170606-ASWVZ-299,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170613-PKKUB-168,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20170616-AUBS-427,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstrantin,Demonstration / Assembly
SZ-20170616-AUBS-427,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","ihr neues T-Shirt, auf dem \\""\""\""\""\""\""\""Antilopen Gang - Atombombe auf Deutschland, alles Gute kommt von oben""",Non-verbal Protest / Cultural Event
