source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_republican_14197,Republican,2004.0,14197,12,1201.0,31.0,Federal Bureau of Investigation in applying enhanced law enforcement tools provided by the PATRIOT Act to track down terrorists and thwart their plots before they can be executed to murderous effect;,Law and Crime
cap_party_republican_14198,Republican,2004.0,14198,3,331.0,20.0,Centers for Disease Control and the National Institutes of Health for their work in safeguarding the nation from biological attacks;,Health
cap_party_republican_14199,Republican,2004.0,14199,12,1201.0,39.0,"and Law enforcement officers, firefighters, EMS personnel, and other first responders in state and local jurisdictions throughout the country who have diligently employed increased federal resources to train and prepare for the prevention and mitigation of future terrorist attacks.",Law and Crime
cap_party_republican_14200,Republican,2004.0,14200,12,1201.0,25.0,"These dedicated men and women, the nationââ Â¬Â¥s last line of defense and first hope in response, give their utmost every day to keep us safe.",Law and Crime
cap_party_republican_14201,Republican,2004.0,14201,12,1201.0,29.0,"Just as the Cold War prompted a massive reorganization of the federal governmentââ Â¬Â¥s foreign policy apparatus, the War on Terror demanded a thorough reorganization of Americaââ Â¬Â¥s domestic preparedness agencies.",Law and Crime
cap_party_republican_14202,Republican,2004.0,14202,12,1201.0,32.0,"President Bush led this effort with a plan to merge 22 separate government entities into the new Department of Homeland Security, a cohesive department with the primary mission of keeping America safe.",Law and Crime
cap_party_republican_14203,Republican,2004.0,14203,12,1201.0,23.0,"After the American people returned control of the Senate to Republicans in the 2002 mid-term elections, Congress passed legislation enacting the Presidentââ Â¬Â¥s plan.",Law and Crime
cap_party_republican_14204,Republican,2004.0,14204,12,1201.0,31.0,"Further, to ensure that Americaââ Â¬Â¥s law enforcement, intelligence, and first responders have the resources they need to protect America, President Bush and Congress have nearly tripled homeland security funding since 2001.",Law and Crime
cap_party_republican_14205,Republican,2004.0,14205,12,1201.0,30.0,"We endorse the efforts of President Bush and Republicans in Congress to keep our homeland safe by taking action on multiple fronts, all aimed at stopping terrorists before they strike.",Law and Crime
cap_party_republican_14206,Republican,2004.0,14206,12,1201.0,12.0,The FBI has been refocused to track down terrorists before they attack.,Law and Crime
cap_party_republican_14207,Republican,2004.0,14207,12,1201.0,19.0,The Treasury Department is now leading the effort to find and eliminate sources of terrorist financing around the world.,Law and Crime
cap_party_republican_14208,Republican,2004.0,14208,12,1201.0,30.0,"Since September 11, 2001, the United States and our allies have designated 345 terrorist-related entities and frozen more than $139 million in terrorist assets in more than 1,400 accounts worldwide.",Law and Crime
cap_party_republican_14209,Republican,2004.0,14209,12,1201.0,33.0,"The President signed into law the PATRIOT Act, which gives law enforcement and intelligence agents the same tools to fight terror that have long been available to fight organized crime and drug trafficking.",Law and Crime
cap_party_republican_14210,Republican,2004.0,14210,12,1201.0,22.0,The PATRIOT Act also made it possible for law enforcement and intelligence agents to share information and coordinate efforts to prevent terrorism.,Law and Crime
cap_party_republican_14211,Republican,2004.0,14211,12,1201.0,13.0,The 9/11 Commission rightly praised the PATRIOT Actââ Â¬Â¥s role in improving information sharing.,Law and Crime
cap_party_republican_14212,Republican,2004.0,14212,12,1201.0,31.0,"Since the PATRIOT Act was passed, four terrorist cells have been broken up inside the United States and more than 189 individuals have been convicted or pled guilty to terrorism-related offenses.",Law and Crime
cap_party_republican_14213,Republican,2004.0,14213,12,1201.0,21.0,"President Bush knows that Americaââ Â¬Â¥s firefighters, local law enforcement, and other first responders play a critical role in protecting the homeland.",Law and Crime
cap_party_republican_14214,Republican,2004.0,14214,12,1201.0,32.0,"Hundreds of firefighters and police officers gave their lives to help their fellow citizens on September 11, 2001, and should another attack ever come, they will be first at the scene again.",Law and Crime
cap_party_republican_14215,Republican,2004.0,14215,12,1201.0,17.0,They must have the tools they need to perform their jobs as safely and effectively as possible.,Law and Crime
cap_party_republican_14216,Republican,2004.0,14216,12,1201.0,16.0,"To this end, the President and Congress have massively increased spending for our nationââ Â¬Â¥s first responders.",Law and Crime
cap_party_republican_14217,Republican,2004.0,14217,12,1201.0,22.0,"They have worked with governors, mayors, and tribal and local leaders to implement an integrated and federally supported approach to protecting communities.",Law and Crime
cap_party_republican_14218,Republican,2004.0,14218,12,1201.0,11.0,States and localities have received more than $13 billion since 2001.,Law and Crime
cap_party_republican_14219,Republican,2004.0,14219,12,1201.0,10.0,Assistance to Firefighter Grants are up 400 percent since 2001.,Law and Crime
cap_party_republican_14220,Republican,2004.0,14220,12,1201.0,12.0,"State Domestic Preparedness funding is up more than 2,600 percent since 2001.",Law and Crime
cap_party_republican_14221,Republican,2004.0,14221,12,1201.0,33.0,"President Bush has taken steps to send money to the areas that are most at risk of terrorist attack, and instituted measures to speed the money to the first responders on the ground.",Law and Crime
cap_party_republican_14222,Republican,2004.0,14222,10,1003.0,12.0,President Bush has overhauled and greatly enhanced security at the nationââ Â¬Â¥s airports.,Transportation
cap_party_republican_14223,Republican,2004.0,14223,10,1003.0,20.0,"Our infrastructure to protect airplanes, passengers, crews, and cargo from terrorist acts has never been stronger than it is today.",Transportation
cap_party_republican_14224,Republican,2004.0,14224,10,1003.0,36.0,"Cockpit doors have been hardened, more than 5,000 air marshals and 45,000 federal screeners have been hired, new screening technology has been developed, and 100 percent of commercial air passengers and checked bags are now screened.",Transportation
cap_party_republican_14225,Republican,2004.0,14225,2,208.0,21.0,"As tagging and tracking citizens is inconsistent with American freedom, we oppose the creation of a national identification card or system.",Civil Rights
cap_party_republican_14226,Republican,2004.0,14226,10,1007.0,18.0,Proposed funding for port security in 2005 represents a 600 percent increase since President Bush came to office.,Transportation
cap_party_republican_14227,Republican,2004.0,14227,12,1201.0,16.0,"In addition, the Container Security Initiative ensures that: all cargo is now screened by customs agents;",Law and Crime
cap_party_republican_14228,Republican,2004.0,14228,12,1201.0,15.0,"screening takes place in foreign ports, well before potentially dangerous cargo ever reaches our shores;",Law and Crime
cap_party_republican_14229,Republican,2004.0,14229,12,1201.0,7.0,and all high-risk cargo is physically inspected.,Law and Crime
cap_party_republican_14230,Republican,2004.0,14230,9,900.0,11.0,Our nation has been enriched by immigrants seeking a better life.,Immigration
cap_party_republican_14231,Republican,2004.0,14231,9,900.0,16.0,"In many cases, immigrants of the past fled violence and oppression searching for peace and freedom.",Immigration
cap_party_republican_14232,Republican,2004.0,14232,9,900.0,15.0,All suffered and sacrificed but hoped for a better future for their children in America.,Immigration
cap_party_republican_14233,Republican,2004.0,14233,9,900.0,11.0,"Our nation has been enriched by their determination, energy, and diversity.",Immigration
cap_party_republican_14234,Republican,2004.0,14234,12,1201.0,15.0,Ensuring the integrity of our borders is vital to ensuring the safety of our citizens.,Law and Crime
cap_party_republican_14235,Republican,2004.0,14235,12,1201.0,20.0,"We must know the identity of all visitors who enter the United States, and we must know when they leave.",Law and Crime
cap_party_republican_14236,Republican,2004.0,14236,12,1201.0,34.0,"The US-VISIT system, which uses biometric data to better track the entry and exit of foreign travelers, has been implemented at more than 115 airports and is presently being implemented at land border crossings.",Law and Crime
