text,gt_event_type
"one person was killed and many others injured when a bomb exploded in a tonga near Naz cinema.; Mazhar Husain, injured in the bomb blast died. He is the fourth person to have lost his life in the blast.",TERRORISM
4 armed persons shot dead two men in Bokan Morr on Wednesday.,ASSASSINATION
2 people were injured when unidentified assailants opened fire on a minibus on Saturday.,TERRORISM
"following the killing of the baloch nationalist leaders violence erupted in Balochistan. The bodies of Ghulam Mohammad Baloch, Lala, and Sher Mohammad Baloch were found.",ASSASSINATION
"Hakim Said , chancellor of the Hamdard University, philantropist and a leading practitioner of alternative medicine (Hakim) was shot dead along with his two aides. The attackers could not be identified. The Hakim was a well known figure in Pakistan.",ASSASSINATION
Hundreds of residents of Khanqah Dogran set a police station on fire. They had earlier ransacked the police station to show their protest against their inclusion into the new district of Nankana Sahib. ,VIOLENT_POLITICAL_DEMONSTRATION
3 people were found killed in the city of Karachi. The report does not provide any details of the killings.,ASSASSINATION
Eleven persons were injured in an armed clash between two groups of the Burro clan over a minor dispute,RIOT
"An elder of the Raisani tribe, Hajir Noor Muhammad Raisani, was gunned down while his two grandsons were injured, when unknown armed men opened fire on them while they were sleeping in the backyard of their house located in the village of Haji Shahar. ",ASSASSINATION
Militants blew up a servant quarter near the Government High School. The school building itself had already been destroyed by militants. ,TERRORISM
Three people were killed while five others were injured over a land dispute in Unga village of Soan Sakesar Jauharabad. ,ASSASSINATION
Haji Mohammad Bux was beaten to death in his house allegedly by four unidentified men who used to frequent his house.,ASSASSINATION
A minubus was burnt after the funeral procession of a man that had died in a previous clash between two religious groups on 23-05-03. After attending the funeral prayers people gathered at the mosque marched on the main road as a procession and lit a bonfire along with setting a minibus ablaze. They claimed they had wanted to take the deceased's body to the Chief Minister's House but were not allowed to do so by the law enforcement agencies.,VIOLENT_POLITICAL_DEMONSTRATION
"Sabit Hussain and Muhammad Rizwan, labourers and residents of Rato Dero, were shot and killed by unknown men on a motorbike while they were sitting outside a restaurant. In protest against the killing, some miscreants set the nearby Akram Ghazi Hotel on fire. ",ASSASSINATION
2 people were killed and 12 were injured in a bomb blast in Lorry Adda on Sunday. Authorities claimed that it was a time-bomb of 1.5 kg,TERRORISM
"A woman presiding officer of UC No. 8, Multan City, was beaten up along with other polling staff by the male supporters of a candidate at the Kumharanwala polling station.",RIOT
Sindh University turned into a battle ground when two groups of students belonging to the SPSF and SPSF-Shaheed Bhutto clashes at the Information Technology department over the appointment of a monitor for the IT department. Both groups resorted to aerial firing which led to fear and harassment. No injuries were reported.,RIOT
An employee of UET was gunned down by unknown assailants in Harbanspura on Thursday,ASSASSINATION
"A powerful explosion on the Karachi-bound Chenab Express left 2 people injured and 1 dead. One of the injured victims later succumbed to this injuries. The victims were railway workers and members of a trade union, PREM. ",TERRORISM
"Reportedly, a eunuch was found dead in Model Town G Block. ",OTHER
Two bullet riddled bodies were found in an abandoned car.,ASSASSINATION
"Shopkeepers and traders protested against the prolonged electricity breakdown. The protest got violent when the electricity still wasn't restored. The protesters blocked Superhighway, intercepted a truck and 2 cars and set them on fire, set 2 bank branches on fire, and attacked the police. The police called for reinforcements and used batons and teargas shells to control the mob. A police officer said that they did not arrest anyone as it was a protest against a utility service.",VIOLENT_POLITICAL_DEMONSTRATION
"A police official, ASI Mohammad Saleem was shot dead in his home. The police say that he had a dispute over a plot with some people, who might be behind the killing.",ASSASSINATION
"At least four people were killed and as many injured when clashes erupted between supporters of militant commander Maulvi Nazir and his rival Noor Islam, who was backing foreign militants in different areas.  The fighting began when the Nazir group tried to dislodge foreigners from a government school in Gawakha area.",RIOT
"The decomposed body of a 35-year old man was found in the fields near Mayo Colony, Factory area in Lahore. ",OTHER
"Police found the bullet-riddled body of an ex-army man in Orangi Extension from the Talibul Maula Colony. Sources stated that workers of the PPP, MQM and the Haqiqi had taken positions on roof tops in their respective areas and were intermittently firing shots at their rival parties. ",ASSASSINATION
the caretaker of an Imambargah was killed by armed men in a busy market. ,ASSASSINATION
Two tribesmen were injured in an exchange of fire with militants in the Stori Khel area.,RIOT
"Maulana Mohammad Yousaf Ali, a prominent leader of ASSP, was shot dead by unidentified assassins.",ASSASSINATION
a woman Bashiran bibi was killed and another was injured during a shootout between two rival groups . The police has arrested 4 people.,RIOT
A woman was shot dead by her husband as he suspected her character.,ASSASSINATION
Militants fired three rockets on paramilitary camps which led to a three hour long exchange of fire between the militants and security forces,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Many houses and crops were damaged due to Indian shelling along LoC in Sucheetgarh, Chaprar, Bajwat, Charwa, Bajragarhi, Harpal and Zafarwal Sectors on Wednesday.",ATTACK_ON_STATE
Three children were killed in an explosion believed to be of a landmine in a field in Toba Qasimwala. ,TERRORISM
2 men on a motorbike opened fire at a group of people who were in the waiting room of a transport company. 4 people were killed and 2 were injured. The victims had illegally entered from Iran an hour before the firing took place. They claimed to be Iranian nationals but their ID cards showed that they belonged to Lahore and Faisalabad in Punjab. The town's administrator Mohammad Rafiq termed it a 'target killing'. ; Follow-up: It was claimed that the assailants targeted 'Punjabi settlers' and those visiting Balochistan.,ASSASSINATION
"Two Afghan nationals, Abdul Rauf and Badaruddin, were shot at by two men on a motorbike. Abdul Rauf was killed while Badaruddin was injured. ",ASSASSINATION
Hub SHO Aziz Hayat Baloch was gunned down by unknown assailants when he was in his vehicle AFH 412 near Juma Khan Hotel.,ASSASSINATION
"Hafiz Muhammad Asif, a prayer leader, was thrashed by two members of a rival sect over a 'secarian' issue. The victim claimed that Nadeem and Usman were provoked when he recited 'salat-o-salam' before and after the call player. ",RIOT
Security forces fired on a speeding car near Chashma Bridge on the Miramshah-Bannu road. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
An unidentified body was found. ,ASSASSINATION
"At least 4 vehicles and tyres were set on fire. Miscreants also blocked several main roads. In North Karachi sector 5-B/3, a stationary bus of route 4-J was set ablaze. In New Karachi, near the terminus of route 4-K, miscreants torched 2 buses. This occured on the day of the protest called by Sipah-i-Sahaba Pakistan, even though SSP retracted the protest call late night on Friday (2-Mar-01). According to the police, no arrests were made. According to sources near to the police, more than 3 dozen SSP activists were arrested. According to SSP sources, 50 activists were held by the police.",VIOLENT_POLITICAL_DEMONSTRATION
A roadside remote-controlled bomb was detonated when a passenger vehicle was passing by. 7 people including a Khasadar were injured. Taliban have recently attacked local tribesman as the latter had raised a lashkar against them. ,TERRORISM
