text,target,gt_stance,target_short
@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go,Hillary Clinton,AGAINST,Clinton
"@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed",Hillary Clinton,AGAINST,Clinton
@msnbc @Lawrence @JoeBiden @SenSanders  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President,Hillary Clinton,AGAINST,Clinton
HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT,Hillary Clinton,AGAINST,Clinton
@RobBently @JonahNRO @BernieSanders Hillary campaign  will shortly announce that Sanders was born in Canada. Yeah that's it.,Hillary Clinton,AGAINST,Clinton
"Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.",Hillary Clinton,AGAINST,Clinton
@politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point.,Hillary Clinton,AGAINST,Clinton
"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.",Hillary Clinton,AGAINST,Clinton
Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.,Hillary Clinton,AGAINST,Clinton
"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no.",Hillary Clinton,AGAINST,Clinton
You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.,Hillary Clinton,AGAINST,Clinton
BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Hillary Clinton,AGAINST,Clinton
"@maddow I love Bern, but it's not his time!",Hillary Clinton,AGAINST,Clinton
It's what's best for business and presidential seat for #HillaryClinton,Hillary Clinton,AGAINST,Clinton
It's great that @JebBush supports GMO crops. It's like the IT scepticism all over again. Science vs belief. #JebBush,Hillary Clinton,AGAINST,Clinton
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,AGAINST,Clinton
If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.,Hillary Clinton,AGAINST,Clinton
The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar,Hillary Clinton,AGAINST,Clinton
Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson.,Hillary Clinton,AGAINST,Clinton
Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech.,Hillary Clinton,AGAINST,Clinton
Just ordered my Chillary Clinton Koozies. Gotta support the team.,Hillary Clinton,AGAINST,Clinton
We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016,Hillary Clinton,AGAINST,Clinton
@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes,Hillary Clinton,AGAINST,Clinton
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,AGAINST,Clinton
"@JW4Hillary @MrDane1982 I choose ""it takes a village!",Hillary Clinton,AGAINST,Clinton
"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,AGAINST,Clinton
#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016,Hillary Clinton,AGAINST,Clinton
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,FAVOR,Clinton
#INeedMeninist because @HillaryClinton is running for president...do I need to say more?,Hillary Clinton,AGAINST,Clinton
Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice,Hillary Clinton,AGAINST,Clinton
#CPC thinks they can run antisocial personal attack advertising on #socialmedia! LOL! #cdnpoli #StopHarper #FeelTheBern #fnpoli,Hillary Clinton,NONE,Clinton
@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump,Hillary Clinton,NONE,Clinton
Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted!,Hillary Clinton,FAVOR,Clinton
"@HillaryforIA come on, Iowa! For better USA and the ROW",Hillary Clinton,FAVOR,Clinton
"Pundits say Jim Webb facing uphill battle with Hillary.  Really, it's with Bernie for the anti-Hillary vote.  #JimWebb",Hillary Clinton,AGAINST,Clinton
Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA.,Hillary Clinton,NONE,Clinton
@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign.,Hillary Clinton,FAVOR,Clinton
@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Hillary Clinton,AGAINST,Clinton
"@betheljd Thanks for the follow David, may God bless you and your family.  #freeallfour",Hillary Clinton,NONE,Clinton
"@Network_Citizen @ProudInfidel33 @YoungBLKRepub ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,Clinton
"@sunbeltgirl @9975Ts @bobwilsonn ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@WoodenThreat @ProudInfidel33 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,Clinton
"@kin2souls @sunbeltgirl @ChristiChat ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,Clinton
"@RedStateJake ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
@gerfingerpoken Why is this woman like teflon?  She has committed enuf egregious crimes she should B superglued 2the dang wall!,Hillary Clinton,AGAINST,Clinton
"@Babbsgirl2 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@weknowwhatsbest ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying!,Hillary Clinton,FAVOR,Clinton
"@realDonaldTrump ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
If you support @HillaryClinton you are supporting another term of the policies of George W Bush. #democrats #mepolitics,Hillary Clinton,AGAINST,Clinton
@Shy_Buffy welcome little sister! Love you!,Hillary Clinton,NONE,Clinton
"@politico @anniekarni ""@HillaryClinton can't even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@oreillyfactor ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@FoxNews  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
"@politico  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,Hillary Clinton,FAVOR,Clinton
"@TIMENOUT  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,Clinton
So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! #Rockstars,Hillary Clinton,NONE,Clinton
The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends,Hillary Clinton,AGAINST,Clinton
"@FrankCraig: @skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick.",Hillary Clinton,NONE,Clinton
"@RAM0018 @joanwalsh @Salon @BreeNewsome @chrislhayes Without the blacks and minority voters? NO, Won't happen!",Hillary Clinton,NONE,Clinton
@popcornreel @joanwalsh @SenSanders @BernieSanders He is what he is and it doesn't resonate with minority and black voters!,Hillary Clinton,NONE,Clinton
@awadgolf @Crossbearer1956 @ScottSaxman1 This is why I'm not voting for Hillary,Hillary Clinton,AGAINST,Clinton
@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper,Hillary Clinton,NONE,Clinton
"#Putin, #NothingMoreAmericanThan voting based for a politician to lead the country when she can't even handle email. #think",Hillary Clinton,AGAINST,Clinton
"#Putin, #NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. #think",Hillary Clinton,AGAINST,Clinton
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Hillary Clinton,NONE,Clinton
"So we're to believe that ""Santa"" is a hairstylist?   Um... okay. You often need code for that. #Lies",Hillary Clinton,NONE,Clinton
"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,",Hillary Clinton,NONE,Clinton
@oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas?,Hillary Clinton,NONE,Clinton
So excited to hear @HillaryClinton speak here at @dartmouth in #Hanover #HillaryinNH @HillaryforNH,Hillary Clinton,FAVOR,Clinton
#HillaryInNH is like Adolph Hitler in a Synagogue.   #tcot #uniteblue #ctot,Hillary Clinton,AGAINST,Clinton
@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~  #WarOnWomen  #worldpeace  #tngov #TN #socialjustice #AllLivesMatter #unity,Hillary Clinton,NONE,Clinton
Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD,Hillary Clinton,FAVOR,Clinton
Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie,Hillary Clinton,NONE,Clinton
Clinton entitlement is the proverbial American hemorrhoid #tcot #Opinionated,Hillary Clinton,AGAINST,Clinton
"Norman Hsu illegally donated $850,000 to @HillaryClinton, there is evidence he worked for China.  White House for sale.",Hillary Clinton,AGAINST,Clinton
"@kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate.",Hillary Clinton,NONE,Clinton
"@HillaryClinton lied about the cost of the gala, she was fined for it, but if it were @GOP they'd be in jail  Unfit for office",Hillary Clinton,AGAINST,Clinton
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,FAVOR,Clinton
"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern",Hillary Clinton,NONE,Clinton
@ZekeJMiller @BretBaier @danmericaCNN  How could anyone vote for that woman?,Hillary Clinton,AGAINST,Clinton
@RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars.,Hillary Clinton,AGAINST,Clinton
@DemocratGuide @Reuters bur #Hlllary just raised 45 million!,Hillary Clinton,AGAINST,Clinton
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th,Hillary Clinton,AGAINST,Clinton
@JOEL5H @wonderfullone @Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass.,Hillary Clinton,AGAINST,Clinton
At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo,Hillary Clinton,AGAINST,Clinton
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,AGAINST,Clinton
I wish Bernie's fans would stop screaming. #Bernie2016,Hillary Clinton,AGAINST,Clinton
@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone!,Hillary Clinton,AGAINST,Clinton
@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous.,Hillary Clinton,AGAINST,Clinton
@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that  #freeallfour,Hillary Clinton,AGAINST,Clinton
@anthonyweiner super out of touch and stupid.   Please go away. #NYCPride #NYC,Hillary Clinton,AGAINST,Clinton
"@clantro @jjauthor @CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour",Hillary Clinton,AGAINST,Clinton
"over the river and through the woods, and UP WITH HILL WE GO! Yass #HillaryClinton  #Hillary",Hillary Clinton,AGAINST,Clinton
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016",Hillary Clinton,AGAINST,Clinton
@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted,Hillary Clinton,AGAINST,Clinton
"@TrucksHorsesDog  #CommonCore , another brilliant idea supported by a #bush.  #nomorebushes",Hillary Clinton,AGAINST,Clinton
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016",Hillary Clinton,AGAINST,Clinton
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,AGAINST,Clinton
"@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal",Hillary Clinton,AGAINST,Clinton
"YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH",Hillary Clinton,AGAINST,Clinton
"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue",Hillary Clinton,AGAINST,Clinton
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,AGAINST,Clinton
"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4",Hillary Clinton,AGAINST,Clinton
@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016,Hillary Clinton,AGAINST,Clinton
"@vendettajane Thanks for the follow, may God bless you and your family !  #freeallfour",Hillary Clinton,AGAINST,Clinton
@MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee,Hillary Clinton,AGAINST,Clinton
Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you &,Hillary Clinton,AGAINST,Clinton
"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016",Hillary Clinton,AGAINST,Clinton
"@HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail",Hillary Clinton,AGAINST,Clinton
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton
@NumbersMuncher @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016,Hillary Clinton,AGAINST,Clinton
