source_row,source_date,source_country,text,gt_attack_type
36387,2020-10-29,Pakistan,"10/29/2020: Assailants entered a mosque and opened fire on a police officer in Miran Shah, North Waziristan district, Khyber Pakhtunkhwa, Pakistan. The police officer was killed and an unknown number of people were kidnapped from the mosque. The outcome of the abduction is unknown. No group claimed responsibility for the incident.",Hostage Taking (Kidnapping)
36388,2020-10-29,Yemen,"10/29/2020: Assailants attacked security positions in At Tuhayta district, Al Hudaydah, Yemen. At least seven assailants were killed and an unknown number of assailants were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Unknown
36389,2020-10-29,Greece,"10/29/2020: Assailants attacked Dimitris Bourantonis and briefly held him hostage in Athens, Greece. Bourantonis, the rector of Athens University of Economics and Business, was not harmed, though his property was damaged in the attack, and released a short time later. Anarchists claimed responsibility for the incident and expressed support for squatting. Anarchists claimed responsibility for the incident and expressed support for squatting.",Hostage Taking (Barricade Incident)
36390,2020-10-29,Colombia,"10/29/2020: Assailants opened fire on a vehicle carrying Senator Feliciano Valencia between El Palo and Tacueyo, Cauca, Colombia. Valencia was unharmed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Revolutionary Armed Forces of Colombia (FARC) dissidents.",Assassination
36391,2020-10-29,Colombia,"10/29/2020: Assailants opened fire on the vehicle of Irama Movil Gamez in 15 de Mayo neighborhood, Riohacha, La Guajira, Colombia. Movil Gamez, a Wayuu indigenous leader and former board of directors candidate for the Regional Autonomous Corporation of La Guajira (Corpoguajira), was not harmed; however, three people, including a bodyguard and two bystanders, were injured in the attack. No group claimed responsibility for the incident.",Assassination
36392,2020-10-29,Nigeria,"10/29/2020: Assailants armed with sharp weapons assaulted civilians near Magunguna, Kajuru district, Kaduna, Nigeria. One person was killed and another person was injured in the incident. No group claimed responsibility; however, sources attributed the attack to Fulani extremists.",Armed Assault
36393,2020-10-29,South Sudan,"10/29/2020: Assailants opened fire on Plan International aid workers near Pibor, South Sudan. One aid worker was killed and another worker was injured in the attack. No group claimed responsibility for the incident.",Armed Assault
36394,2020-10-29,Afghanistan,"10/29/2020: Assailants attacked security checkposts in Arghandab district, Kandahar, Afghanistan. This was one of two coordinated attacks in Kandahar on the same day. There was an unknown number of casualties in the ensuing clashes that lasted for several days. The Taliban claimed responsibility for the incident.",Unknown
36395,2020-10-29,Afghanistan,"10/29/2020: Assailants attacked security checkposts in Zhari district, Kandahar, Afghanistan. This was one of two coordinated attacks in Kandahar on the same day. There was an unknown number of casualties in the ensuing clashes that lasted for several days. The Taliban claimed responsibility for the incident.",Unknown
36396,2020-10-29,Mozambique,"10/29/2020: Assailants attacked Lissulo, Cabo Delgado, Mozambique. At least one person was killed and two people were injured in the assault. Eight people were abducted, and the hostages were released on October 31, 2020. No group claimed responsibility for the incident.",Hostage Taking (Kidnapping)
36397,2020-10-30,Democratic Republic of the Congo,"10/30/2020: Assailants attacked militia members and civilians in Lisasa, North Kivu, Democratic Republic of the Congo. At least 21 people were killed in the attack. In addition, an unknown number of people were taken hostage during the assault. The outcome of the abduction is unknown. The Central Africa Province of the Islamic State claimed responsibility for the incident. Sources also attributed the attack to the Allied Democratic Forces (ADF).",Hostage Taking (Kidnapping)
36398,2020-10-30,Afghanistan,"10/30/2020: Assailants attacked the provincial police chief in Qorghul, Kapisa, Afghanistan. One person was killed and three others, including the provincial police chief, were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Assassination
36399,2020-10-30,Russia,"10/30/2020: An assailant armed with Molotov cocktails and a knife attacked police officers at a station in Kukmor, Tatarstan, Russia. The assailant was killed and one police officer was injured in the attack. Vitaly Antipov, an unaffiliated individual, claimed responsibility for the incident and posted a video on social media prior to the attack \asking for jihad\"" and shouted \""Allahu Akbar\"" during the attack. Vitaly Antipov, an unaffiliated individual, claimed responsibility for the incident and posted a video on social media prior to the attack \""asking for jihad\"" and shouted \""Allahu Akbar\"" during the attack.""",Armed Assault
36400,2020-10-30,Somalia,"10/30/2020: An explosive device detonated targeting a military convoy in Ceel Dheere, between Guriceel and Dhusamareb towns, Galguduud, Somalia. At least four soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion
36401,2020-10-30,Philippines,"10/30/2020: Security forces discovered and defused an explosive device planted near a road in Timbangan, Sulu, Philippines. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the Abu Sayyaf Group (ASG).",Bombing/Explosion
36402,2020-10-30,India,"10/30/2020: Assailants armed with firearms and explosives ambushed a police party in Serengdag, Jharkhand, India. Two constables were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",Bombing/Explosion
36403,2020-10-30,Iraq,"10/30/2020: An explosive device detonated targeting the vehicle of a Popular Mobilization Forces (PMF) member's vehicle in Muqdadiyah district, Diyala, Iraq. The PMF member was injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36404,2020-10-30,India,"10/30/2020: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Namtehal area, Chadoora, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36405,2020-10-30,Chile,"10/30/2020: Assailants set fire to barricades along Route 5 Sur (South) near Metrenco, Araucania, Chile. The assailants then opened fire on police attempting to clear the barricades, killing one officer (Corporal Eugenio Nain Caniumil). No group claimed responsibility for the incident; however, sources attributed the attack to Mapuche activists.",Armed Assault
36406,2020-10-30,India,"10/30/2020: Security forces discovered and defused eight explosive devices between Buruduiya and Mayilpi, West Singhbhum district, Jharkhand, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the Communist Party of India - Maoist (CPI-Maoist).",Bombing/Explosion
